Key,Name,Default,Unlock
Hugh_Worldly_Mage,Moonbow,—,4
Idunn_Divine_Demon,Glowing Ember,4,3
Idunn_Divine_Demon,Bonfire,—,4
Idunn_Dragonkin_Duo,Chilling Wind,4,3
Idunn_Dragonkin_Duo,Iceberg,—,4
Igrene_Ninja_of_Nabata,New Moon,4,3
Igrene_Ninja_of_Nabata,Luna,—,4
Igrene_Sworn_Protectors,Rising Wind,4,3
Igrene_Sworn_Protectors,Blazing Wind,—,4
Ike_Close-Knit_Siblings,Daylight,4,3
Ike_Close-Knit_Siblings,Sol,—,4
Ike_Close-Knit_Siblings,Radiant Aether,—,5
Ike_Desert_Mercenary,Daylight,4,3
Ike_Desert_Mercenary,Sol,—,4
Ike_Desert_Mercenary,Aether's Path,—,5
Ike_Of_Radiance,Daylight,4,3
Ike_Of_Radiance,Sol,—,4
Ike_Of_Radiance,Great Aether,—,5
Ike_Stalwart_Heart,Daylight,4,3
Ike_Stalwart_Heart,Sol,—,4
Ike_Stalwart_Heart,Radiant Aether,—,5
Ilyana_Awakened_Appetite,Chilling Wind,4,3
Ilyana_Awakened_Appetite,Glacies,—,4
Ilyana_Treat_Harvester,Chilling Wind,4,3
Ilyana_Treat_Harvester,Iceberg,—,4
Ingrid_Beacon_of_Honor,New Moon,4,3
Ingrid_Beacon_of_Honor,Luna,—,4
Ingrid_Cordial_Teatime,Dragon Gaze,4,3
Ingrid_Cordial_Teatime,Draconic Aura,—,4
Ingrid_Cordial_Teatime,Haze Slice,—,5
Inigo_Flower_Picker,New Moon,4,3
Inigo_Flower_Picker,Moonbow,—,4
Innes_New_Years_Aim,Chilling Wind,4,3
Innes_New_Years_Aim,Glacies,—,4
Ishtar_Echoing_Thunder,New Moon,4,3
Ishtar_Echoing_Thunder,Luna,—,4
Ivy_Snow_Queen,New Moon,4,3
Ivy_Snow_Queen,Luna,—,4
Ivy_Tidal_Breeze,Night Sky,4,3
Ivy_Tidal_Breeze,Glimmer,—,4
Jakob_Devoted_Monster,Glowing Ember,4,3
Jakob_Devoted_Monster,Ignis,—,4
Jarod_Nevassa_General,Dragon Gaze,4,3
Jarod_Nevassa_General,Dragon Fang,—,4
Jedah_Priest_of_Duma,Glowing Ember,4,3
Jedah_Priest_of_Duma,Ignis,—,4
Jeralt_Blade_Breaker,Dragon Gaze,4,3
Jeralt_Blade_Breaker,Dragon Fang,—,4
Jesse_Blithe_Mercenary,New Moon,4,3
Jesse_Blithe_Mercenary,Moonbow,—,4
Joshua_Resolute_Tempest,Night Sky,4,3
Joshua_Resolute_Tempest,Glimmer,—,4
Julia_Brides_of_Light,Chilling Wind,4,3
Julia_Brides_of_Light,Glacies,—,4
Julia_Brides_of_Light,Ice Wall,—,5
Juno_Nimble_Grace,New Moon,4,3
Juno_Nimble_Grace,Luna,—,4
Kagero_Beverage_Ninja,Dragon Gaze,4,3
Kagero_Beverage_Ninja,Draconic Aura,—,4
Kagero_Bond_Unwavering,New Moon,4,3
Kagero_Bond_Unwavering,Luna,—,4
Kagero_Bond_Unwavering,Lethality,—,5
Kagero_Spring_Ninja,Night Sky,4,3
Kagero_Spring_Ninja,Glimmer,—,4
Kagetsu_Onigiri_Samurai,New Moon,4,3
Kagetsu_Onigiri_Samurai,Moonbow,—,4
Kamui_Wandering_Blade,New Moon,4,3
Kamui_Wandering_Blade,Luna,—,4
Kana_Rising_Dragon,New Moon,4,3
Kana_Rising_Dragon,Moonbow,—,4
Kana_Rising_Sunlight,Night Sky,4,3
Kana_Rising_Sunlight,Glimmer,—,4
Karin_Driven_Knight,New Moon,4,3
Karin_Driven_Knight,Moonbow,—,4
Karla_Spring_Reveries,Dragon Gaze,4,3
Karla_Spring_Reveries,Draconic Aura,—,4
Karla_Sun-Piercing_Steel,Dragon Gaze,4,3
Karla_Sun-Piercing_Steel,Draconic Aura,—,4
Kellam_Pumpkin_Knight,Glowing Ember,4,3
Kellam_Pumpkin_Knight,Ignis,—,4
Kiragi_Upbeat_Archer,New Moon,4,3
Kiragi_Upbeat_Archer,Luna,—,4
Kris_Ardent_Firebrand,Dragon Gaze,4,3
Kris_Ardent_Firebrand,Draconic Aura,—,4
Kurthnaga_Autumn_Goldoan,Rising Light,4,3
Kurthnaga_Autumn_Goldoan,Growing Light,—,4
Kvasir_Unknown_Future,Retribution,4,3
Kvasir_Unknown_Future,Reprisal,—,4
Kvasir_Unknown_Future,Light Is Time,—,5
Kyza_Tiger_of_Fortune,New Moon,4,3
Kyza_Tiger_of_Fortune,Moonbow,—,4
LArachel_Seeker_of_Justice,Imbue,4,2
LArachel_Seeker_of_Justice,Kindled-Fire Balm,5,3
LArachel_Seeker_of_Justice,Windfire Balm,—,4
LArachel_Seeker_of_Justice,Windfire Balm+,—,5
LArachel_Summer_Princess,Imbue,4,2
LArachel_Summer_Princess,Swift-Winds Balm,5,3
LArachel_Summer_Princess,Earthwind Balm,—,4
LArachel_Summer_Princess,Earthwind Balm+,—,5
Lachesis_Lionhearts_Sister,Imbue,4,2
Lachesis_Lionhearts_Sister,Solid-Earth Balm,5,3
Laegjarn_Flame_and_Frost,New Moon,4,3
Laegjarn_Flame_and_Frost,Moonbow,—,4
Laegjarn_Flame_Ascendant,New Moon,4,3
Laegjarn_Flame_Ascendant,Moonbow,—,4
Laevatein_Kumade_Warrior,Imbue,4,2
Laevatein_Kumade_Warrior,Kindled-Fire Balm,5,3
Laevatein_Kumade_Warrior,Earthfire Balm,—,4
Laevatein_Kumade_Warrior,Earthfire Balm+,—,5
Lana_Benevolent_Bride,Imbue,4,2
Lana_Benevolent_Bride,Swift-Winds Balm,5,3
Lana_Benevolent_Bride,Windfire Balm,—,4
Lapis_Forager_of_the_Sea,Dragon Gaze,4,3
Lapis_Forager_of_the_Sea,Draconic Aura,—,4
Lapis_Forager_of_the_Sea,Haze Slice,—,5
Lapis_Mighty_Bride,Buckler,4,3
Lapis_Mighty_Bride,Escutcheon,—,4
Lapis_Mighty_Flower,New Moon,4,3
Lapis_Mighty_Flower,Luna,—,4
Larcei_Bride_of_Astra,Night Sky,4,3
Larcei_Bride_of_Astra,Astra,—,4
Larcei_Bride_of_Astra,Crusader's Astra,—,5
Larcei_Scion_of_Astra,Night Sky,4,3
Larcei_Scion_of_Astra,Astra,—,4
Larcei_Scion_of_Astra,Regnal Astra,—,5
Laurent_The_Elucidator,Chilling Wind,4,3
Laurent_The_Elucidator,Iceberg,—,4
Laeradr_Quieting_Heart,Chilling Wind,4,3
Laeradr_Quieting_Heart,Iceberg,—,4
Laeradr_Quieting_Heart,Armored Floe,—,5
Leif_Destined_Scions,Night Sky,4,3
Leif_Destined_Scions,Astra,—,4
Leif_Destined_Scions,Njörun's Zeal,—,5
Leif_Sworn_to_Country,Night Sky,4,3
Leif_Sworn_to_Country,Astra,—,4
Leif_Sworn_to_Country,The True Njörun,—,5
Leila_Keen_Lookout,New Moon,4,3
Leila_Keen_Lookout,Moonbow,—,4
Leila_Superb_Shadow,New Moon,5,3
Leila_Superb_Shadow,Luna,—,4
Leila_Superb_Shadow,Lethality,—,5
Lena_Bereft_Angel,Imbue,4,2
Lena_Bereft_Angel,Miracle,5,3
Lena_Bereft_Angel,Holy Pressure,—,5
Lena_Tender_Angel,Imbue,4,2
Lena_Tender_Angel,Heavenly Light,5,3
Leo_Dark_Sprout,Rising Thunder,4,3
Leo_Dark_Sprout,Blazing Thunder,—,4
Leo_Extra_Tomatoes,Night Sky,4,3
Leo_Extra_Tomatoes,Glimmer,—,4
Leo_Festival_Bonds,Chilling Wind,4,3
Leo_Festival_Bonds,Glacies,—,4
Leo_Seashores_Prince,Chilling Wind,4,3
Leo_Seashores_Prince,Iceberg,—,4
Leo_Shrouded_Heart,Chilling Wind,4,3
Leo_Shrouded_Heart,Iceberg,—,4
Leonardo_Freedoms_Arrow,New Moon,4,3
Leonardo_Freedoms_Arrow,Luna,—,4
Lethe_Cat_Attack,Dragon Gaze,4,3
Lethe_Cat_Attack,Dragon Fang,—,4
Letizia_Curse_Director,Dragon Gaze,4,3
Letizia_Curse_Director,Draconic Aura,—,4
Lewyn_Wind-Song_Scion,New Moon,4,3
Lewyn_Wind-Song_Scion,Luna,—,4
Lif_Arcane_Blade,Glowing Ember,4,3
Lif_Arcane_Blade,Bonfire,—,4
Lif_Arcane_Blade,Open the Future,—,5
Lif_Undying_Ties_Duo,Night Sky,4,3
Lif_Undying_Ties_Duo,Glimmer,—,4
Lilina_Beaming_Bride,Rising Flame,4,3
Lilina_Beaming_Bride,Blazing Flame,—,4
Lilina_Beaming_Bride,Gifted Magic,—,5
Lilina_Blush_of_Youth,Rising Flame,4,3
Lilina_Blush_of_Youth,Blazing Flame,—,4
Lilina_Brilliant_Flame,Rising Flame,4,3
Lilina_Brilliant_Flame,Blazing Flame,—,4
Lilina_Brilliant_Flame,Gift for Magic,—,5
Lilith_Silent_Broodling,Dragon Gaze,4,3
Lilith_Silent_Broodling,Draconic Aura,—,4
Limstella_Living_Construct,Chilling Wind,4,3
Limstella_Living_Construct,Glacies,—,4
Linde_Bound_by_Fate,New Moon,4,3
Linde_Bound_by_Fate,Luna,—,4
Linhardt_Hevrings_Heir,Imbue,4,2
Linhardt_Hevrings_Heir,Miracle,5,3
Linhardt_Spring_Snoozer,Chilling Wind,4,3
Linhardt_Spring_Snoozer,Glacies,—,4
Linoan_Lady_of_Tarrah,Imbue,4,2
Linoan_Lady_of_Tarrah,Swift-Winds Balm,5,3
Linoan_Lady_of_Tarrah,Deluge Balm,—,4
Linus_Savage_Dog,Dragon Gaze,4,3
Linus_Savage_Dog,Dragon Fang,—,4
Lissa_Littlest_Princess,Glowing Ember,4,3
Lissa_Littlest_Princess,Bonfire,—,4
Lissa_Pure_Joy,Glowing Ember,4,3
Lissa_Pure_Joy,Bonfire,—,4
Lissa_Sprightly_Cleric,Imbue,4,2
Lissa_Sprightly_Cleric,Kindled-Fire Balm,5,3
Lissa_Sweet_Celebrant,Imbue,4,2
Lissa_Sweet_Celebrant,Heavenly Light,5,3
Lloyd_Vengeful_Wolf,Dragon Gaze,4,3
Lloyd_Vengeful_Wolf,Dragon Fang,—,4
Loki_Spring_Trickster,New Moon,4,3
Loki_Spring_Trickster,Luna,—,4
Loki_Trickster_God,Imbue,4,2
Loki_Trickster_God,Miracle,5,3
Loki_Trickster_God,Glitter of Light,—,5
Lonqu_Spring_Jitters,New Moon,4,3
Lonqu_Spring_Jitters,Luna,—,4
Lucina_Shadows_of_Fate,New Moon,4,3
Lucina_Shadows_of_Fate,Moonbow,—,4
Lucina_Shadows_of_Fate,Curved Shot,—,5
Lucius_Calming_Light,Imbue,4,2
Lucius_Calming_Light,Heavenly Light,5,3
Lucius_The_Light,Imbue,4,2
Lucius_The_Light,Miracle,5,3
Ludveck_Rebellious_Duke,Glowing Ember,4,3
Ludveck_Rebellious_Duke,Ignis,—,4
Lumera_Corrupted_Dragon,Chilling Wind,4,3
Lumera_Corrupted_Dragon,Iceberg,—,4
Lumera_Dragon_Monarch,Dragon Gaze,4,3
Lumera_Dragon_Monarch,Dragon Fang,—,4
Lyn_Blazing_Whirlwind,Buckler,4,3
Lyn_Blazing_Whirlwind,Escutcheon,—,4
Lyn_Blazing_Whirlwind,Godlike Reflexes,—,5
Lyn_Bride_of_the_Plains,Imbue,4,2
Lyn_Bride_of_the_Plains,Swift-Winds Balm,5,3
Lyn_Of_Blazing,Night Sky,4,3
Lyn_Of_Blazing,Astra,—,4
Lyn_Of_Blazing,Astra Storm,—,5
Lyon_Esteemed_Royals,Chilling Wind,4,3
Lyon_Esteemed_Royals,Iceberg,—,4
Lyon_Grados_Gaze,Chilling Wind,4,3
Lyon_Grados_Gaze,Iceberg,—,4
Lyon_Sunlit_Prince,New Moon,4,3
Lyon_Sunlit_Prince,Moonbow,—,4
Lyre_Lap_Cat_of_Luxury,New Moon,4,3
Lyre_Lap_Cat_of_Luxury,Luna,—,4
Lysithea_Gifted_Students,New Moon,4,3
Lysithea_Gifted_Students,Moonbow,—,4
Lysithea_Tea_Sweetener,Night Sky,4,3
Lysithea_Tea_Sweetener,Glimmer,—,4
Machyua_Blade_of_Gales,Night Sky,4,3
Machyua_Blade_of_Gales,Glimmer,—,4
Machyua_Blade_of_Gales,Gust,—,5
Mae_Spring_Cheer,Chilling Wind,4,3
Mae_Spring_Cheer,Glacies,—,4
Malice_Blooming_Blade,Night Sky,4,3
Malice_Blooming_Blade,Glimmer,—,4
Malice_Blooming_Blade,Gust,—,5
Malice_Deft_Sellsword,New Moon,4,3
Malice_Deft_Sellsword,Luna,—,4
Manuela_Silver_Caroler,Glowing Ember,4,3
Manuela_Silver_Caroler,Ignis,—,4
Marcia_Petulant_Knight,New Moon,4,3
Marcia_Petulant_Knight,Luna,—,4
Mareeta_Astra_Awakened,Night Sky,4,3
Mareeta_Astra_Awakened,Astra,—,4
Mareeta_Astra_Awakened,Vital Astra,—,5
Maria_Minervas_Sister,Imbue,4,2
Maria_Minervas_Sister,Miracle,5,3
Maria_Ritual_Sacrifice,Imbue,4,2
Maria_Ritual_Sacrifice,Miracle,5,3
Maria_Ritual_Sacrifice,Holy Panic,—,5
Marianne_Cursed_Blessing,Chilling Wind,4,3
Marianne_Cursed_Blessing,Glacies,—,4
Marianne_Cursed_Blessing,Requiem Prayer,—,5
Marisa_Willful_Blades,New Moon,4,3
Marisa_Willful_Blades,Moonbow,—,4
Mark_Winds_of_Hope,Chilling Wind,4,3
Mark_Winds_of_Hope,Iceberg,—,4
Marla_Dumas_Witch,Chilling Wind,4,3
Marla_Dumas_Witch,Glacies,—,4
Marni_Pining_for_Praise,Glowing Ember,4,3
Marni_Pining_for_Praise,Ignis,—,4
Marth_Love_and_Courage,Dragon Gaze,4,3
Marth_Love_and_Courage,Draconic Aura,—,4
Marth_Love_and_Courage,The Fire Emblem,—,5
Marth_Of_Beginnings,Night Sky,4,3
Marth_Of_Beginnings,Glimmer,—,4
Marth_Of_Beginnings,Lodestar Rush,—,5
Matthis_Brother_to_Lena,Rising Wind,4,3
Matthis_Brother_to_Lena,Blazing Wind,—,4
Mauvier_Penitent_Knight,Glowing Ember,4,3
Mauvier_Penitent_Knight,Ignis,—,4
Medeus_Earth-Dragon_King,Chilling Wind,4,3
Medeus_Earth-Dragon_King,Glacies,—,4
Medeus_Last_Earth_Dragon,Chilling Wind,4,3
Medeus_Last_Earth_Dragon,Glacies,—,4
Meliai_Warrior_Wanderer,Glowing Ember,4,3
Meliai_Warrior_Wanderer,Ignis,—,4
Meliai_Warrior_Wanderer,Sturdy Beast,—,5
Mercedes_Kindly_Devotee,Miracle,4,3
Mercedes_Kindly_Devotee,Imbue,—,2
Mercedes_Unfussed_Basker,Chilling Wind,4,3
Mercedes_Unfussed_Basker,Iceberg,—,4
Merric_Wind_Pontifex,Night Sky,4,3
Merric_Wind_Pontifex,Glimmer,—,4
Merric_Wind_Pontifex,Sacred Wind,—,5
Metodey_Shrewd_Braggart,Rising Flame,4,3
Metodey_Shrewd_Braggart,Blazing Flame,—,4
Mia_Budding_Blade,Dragon Gaze,4,3
Mia_Budding_Blade,Dragon Fang,—,4
Mia_Moonlit_Witch,Imbue,4,2
Mia_Moonlit_Witch,Heavenly Light,5,3
Mia_Summer_Slice,New Moon,4,3
Mia_Summer_Slice,Luna,—,4
Micaiah_Of_Dawn,Daylight,4,3
Micaiah_Of_Dawn,Sol,—,4
Micaiah_Of_Dawn,Great Sacrifice,—,5
Micaiah_Wavecrest_Maiden,New Moon,4,3
Micaiah_Wavecrest_Maiden,Moonbow,—,4
Midir_Archer_of_Yngvi,New Moon,4,3
Midir_Archer_of_Yngvi,Luna,—,4
Minerva_Verdant_Dragoon,Glowing Ember,4,3
Minerva_Verdant_Dragoon,Bonfire,—,4
Monica_Favored_Vassal,Night Sky,4,3
Monica_Favored_Vassal,Glimmer,—,4
Mozu_Tragic_Start,Glowing Ember,4,3
Mozu_Tragic_Start,Bonfire,—,4
Muarim_Raw_Instinct,Dragon Gaze,4,3
Muarim_Raw_Instinct,Dragon Fang,—,4
Murdock_Loyal_General,Glowing Ember,4,3
Murdock_Loyal_General,Ignis,—,4
Muspell_Raging_Inferno,New Moon,4,3
Muspell_Raging_Inferno,Moonbow,—,4
Mycen_Zofias_Champion,Glowing Ember,4,3
Mycen_Zofias_Champion,Bonfire,—,4
Myrrh_Adored_Dragon,Glowing Ember,4,3
Myrrh_Adored_Dragon,Bonfire,—,4
Myrrh_Adored_Dragon,Armored Beacon,—,5
Myrrh_Spring_Harmony,Daylight,4,3
Myrrh_Spring_Harmony,Noontime,—,4
Naesala_Seas_Shadow,Night Sky,4,3
Naesala_Seas_Shadow,Glimmer,—,4
Naga_Ruler_of_Dragons,Chilling Wind,4,3
Naga_Ruler_of_Dragons,Iceberg,—,4
Naga_Ruler_of_Dragons,Dragon's Roar,—,5
Nagi_Hopeful_Eternity,Chilling Wind,4,3
Nagi_Hopeful_Eternity,Iceberg,—,4
Nagi_Hopeful_Eternity,Dragon's Roar,—,5
Nah_Grateful_One,Glowing Ember,4,3
Nah_Grateful_One,Bonfire,—,4
Nah_Grateful_One,Armored Blaze,—,5
Nailah_Hatari_Scorcher,New Moon,4,3
Nailah_Hatari_Scorcher,Luna,—,4
Nanna_Mystletainn_Scion,Imbue,4,2
Nanna_Mystletainn_Scion,Heavenly Light,5,3
Nanna_Nordion_Princess,Imbue,—,2
Nanna_Nordion_Princess,Heavenly Light,—,3
Narcian_Vernal_General,Retribution,4,3
Narcian_Vernal_General,Vengeance,—,4
Natasha_Sacred_Healer,Imbue,4,2
Natasha_Sacred_Healer,Heavenly Light,5,3
Navarre_Scarlet_Ninja,New Moon,4,3
Navarre_Scarlet_Ninja,Moonbow,—,4
Neimi_Tearful_Archer,New Moon,4,3
Neimi_Tearful_Archer,Moonbow,—,4
Nel_Stoic_Dragon,Chilling Wind,4,3
Nel_Stoic_Dragon,Iceberg,—,4
Nel_Stoic_Dragon,Dragon's Roar,—,5
Nephenee_Festival_Harmony,New Moon,4,3
Nephenee_Festival_Harmony,Moonbow,—,4
Nergal_Traitor_to_Nabata,Chilling Wind,4,3
Nergal_Traitor_to_Nabata,Glacies,—,4
Nerthuz_Beach_Chaperone,Dragon Gaze,4,3
Nerthuz_Beach_Chaperone,Dragon Fang,—,4
Nerthuz_God_of_the_Land,Night Sky,4,3
Nerthuz_God_of_the_Land,Astra,—,4
Nerthuz_God_of_the_Land,Galeforce,—,5
Nerthuz_New-Year_Doter,New Moon,4,3
Nerthuz_New-Year_Doter,Luna,—,4
Nerthuz_New-Year_Doter,Aether,—,5
Nidavellir_Founding_King,Rising Thunder,4,3
Nidavellir_Founding_King,Blazing Thunder,5,4
Nidhoggr_Daze_of_Healing,Glowing Ember,4,3
Nidhoggr_Daze_of_Healing,Ignis,—,4
Nidhoggr_Daze_of_Healing,Sturdy Beast,—,5
Nifl_Tropical_Ice_God,Night Sky,4,3
Nifl_Tropical_Ice_God,Glimmer,—,4
Niime_Mountain_Hermit,Chilling Wind,4,3
Niime_Mountain_Hermit,Iceberg,—,4
Nina_Shadowy_Figures,New Moon,4,3
Nina_Shadowy_Figures,Luna,—,4
Nina_Shadowy_Figures,Lethality,—,5
Nino_Burst_of_Summer,Daylight,4,3
Nino_Burst_of_Summer,Noontime,—,4
Nino_Burst_of_Summer,Flare,—,5
Nino_Fangs_Heart,Dragon Gaze,4,3
Nino_Fangs_Heart,Draconic Aura,—,4
Nino_Spirited_Sorcerer,Night Sky,4,3
Nino_Spirited_Sorcerer,Glimmer,—,4
Noah_Mercenary-Errant,New Moon,4,3
Noah_Mercenary-Errant,Luna,—,4
Noire_Demurely_Deft,New Moon,4,3
Noire_Demurely_Deft,Moonbow,—,4
Noire_Of_Two_Minds,New Moon,4,3
Noire_Of_Two_Minds,Moonbow,—,4
Noire_Of_Two_Minds,Curved Shot,—,5
Nomah_Priest_of_Mila,Chilling Wind,4,3
Nomah_Priest_of_Mila,Glacies,—,4
Nuibaba_Mistress_of_Fear,Chilling Wind,4,3
Nuibaba_Mistress_of_Fear,Iceberg,—,4
Nyna_The_Last_Princess,Imbue,4,2
Nyna_The_Last_Princess,Miracle,5,3
Ogier_Ostias_New_Blade,New Moon,4,3
Ogier_Ostias_New_Blade,Luna,—,4
Ogma_Blade_on_Leave,Daylight,4,3
Ogma_Blade_on_Leave,Sol,—,4
Ophelia_Dramatic_Heroine,Rising Light,4,3
Ophelia_Dramatic_Heroine,Blazing Light,—,4
Ophelia_Starlit_Maiden,New Moon,4,3
Ophelia_Starlit_Maiden,Luna,—,4
Oswin_Impregnable_Knight,Buckler,5,3
Oswin_Impregnable_Knight,Pavise,—,4
Owain_Devoted_Defender,Glowing Ember,4,3
Owain_Devoted_Defender,Bonfire,—,4
Owain_Devoted_Defender,Blue Flame,—,5
Palla_Eldest_Bun-Bun,Dragon Gaze,4,3
Palla_Eldest_Bun-Bun,Draconic Aura,—,4
Palla_Soaring_Summer,Glowing Ember,4,3
Palla_Soaring_Summer,Ignis,—,4
Pandreo_Party_Priest,Imbue,4,2
Pandreo_Party_Priest,Still-Water Balm,5,3
Pandreo_Party_Priest,Fireflood Balm,—,4
Panette_Classy_Brawler,Dragon Gaze,4,3
Panette_Classy_Brawler,Dragon Fang,—,4
Panne_Welcoming_Dawn,New Moon,4,3
Panne_Welcoming_Dawn,Luna,—,4
Perne_Dacian_Scoundrel,Dragon Gaze,4,3
Perne_Dacian_Scoundrel,Dragon Fang,—,4
Petra_Faraway_Sun,Night Sky,4,3
Petra_Faraway_Sun,Glimmer,—,4
Petra_Faraway_Sun,Deadeye,—,5
Phila_Pegasus_Master,Chilling Wind,4,3
Phila_Pegasus_Master,Iceberg,—,4
Priam_Radiant_Hero,Daylight,4,3
Priam_Radiant_Hero,Sol,—,4
Priscilla_Delicate_Princess,Imbue,4,2
Priscilla_Delicate_Princess,Still-Water Balm,5,3
Rafal_Atoning_Dragon,Glowing Ember,4,3
Rafal_Atoning_Dragon,Bonfire,—,4
Rafal_Atoning_Dragon,Armored Blaze,—,5
Ratatoskr_Mending_Hand,New Moon,4,3
Ratatoskr_Mending_Hand,Luna,—,4
Rebecca_Breezy_Scamp,New Moon,4,3
Rebecca_Breezy_Scamp,Moonbow,—,4
Reginn_Bearing_Dawn,Glowing Ember,4,3
Reginn_Bearing_Dawn,Ignis,—,4
Reginn_Bearing_Dawn,Seiðr Shell,—,5
Reina_Sanguine_Shinobi,Night Sky,4,3
Reina_Sanguine_Shinobi,Glimmer,—,4
Reinhardt_Thrud_Reborn,New Moon,4,3
Reinhardt_Thrud_Reborn,Moonbow,—,4
Reinhardt_Thunders_Fist,Rising Thunder,4,3
Reinhardt_Thunders_Fist,Blazing Thunder,—,4
Rennac_Rich_Merchant,Night Sky,4,3
Rennac_Rich_Merchant,Glimmer,—,4
Rhea_Aura_of_Love,Chilling Wind,4,3
Rhea_Aura_of_Love,Iceberg,—,4
Rhea_Aura_of_Love,Dragon's Roar,—,5
Rhea_Immaculate_One,Night Sky,4,3
Rhea_Immaculate_One,Glimmer,—,4
Rhea_Loving_Matriarch,Night Sky,4,3
Rhea_Loving_Matriarch,Glimmer,—,4
Rhea_Witch_of_Creation,Chilling Wind,4,3
Rhea_Witch_of_Creation,Iceberg,—,4
Rhys_Gentle_Basker,Imbue,4,2
Rhys_Gentle_Basker,Heavenly Light,5,3
Ricken_Shepherd_Novice,New Moon,4,3
Ricken_Shepherd_Novice,Luna,—,4
Riev_Blood_Beryl,Chilling Wind,4,3
Riev_Blood_Beryl,Glacies,—,4
Robin_Exalts_Deliverer,Glowing Ember,4,3
Robin_Exalts_Deliverer,Ignis,—,4
Robin_Exalts_Other_Half,Glowing Ember,4,3
Robin_Exalts_Other_Half,Ignis,—,4
Robin_Exalts_Right_Hand,Daylight,4,3
Robin_Exalts_Right_Hand,Noontime,—,4
Robin_Exalts_Right_Hand,Flare,—,5
Robin_Fall_Reincarnation,Daylight,4,3
Robin_Fall_Reincarnation,Noontime,—,4
Robin_Fated_Vessel,Glowing Ember,4,3
Robin_Fated_Vessel,Ignis,—,4
Robin_Fell_Tactician,Buckler,4,3
Robin_Fell_Tactician,Pavise,—,4
Robin_Tactful_Deliverer,Chilling Wind,4,3
Robin_Tactful_Deliverer,Iceberg,—,4
Robin_Vessels_of_Fate,Daylight,4,3
Robin_Vessels_of_Fate,Noontime,—,4
Robin_Vessels_of_Fate,Flare,—,5
Rosado_Adorable_Artist,Glowing Ember,4,3
Rosado_Adorable_Artist,Bonfire,—,4
Roy_Blazing_Bachelors,New Moon,4,3
Roy_Blazing_Bachelors,Luna,—,4
Rune_Source_of_Wisdom,Daylight,5,3
Rune_Source_of_Wisdom,Noontime,—,4
Rune_Source_of_Wisdom,Flare,—,5
Ryoma_Samurai_at_Ease,New Moon,4,3
Ryoma_Samurai_at_Ease,Luna,—,4
Saber_Dune_Walker,Buckler,4,3
Saber_Dune_Walker,Escutcheon,—,4
Safy_Font_of_Piety,Imbue,4,2
Safy_Font_of_Piety,Miracle,5,3
Safy_Font_of_Piety,Holy Panic,—,5
Saizo_Hoshidos_Flame,Rising Flame,4,3
Saizo_Hoshidos_Flame,Growing Flame,—,4
Sakura_Gentle_Nekomata,Chilling Wind,4,3
Sakura_Gentle_Nekomata,Glacies,—,4
Sakura_Hot-Spring_Healer,Imbue,4,2
Sakura_Hot-Spring_Healer,Still-Water Balm,5,3
Sakura_Hot-Spring_Healer,Fireflood Balm,—,4
Sakura_Hot-Spring_Healer,Fireflood Balm+,—,5
Sakura_In_Full_Bloom,Imbue,4,2
Sakura_In_Full_Bloom,Miracle,5,3
Sakura_In_Full_Bloom,Holy Pressure,—,5
Sakura_Loving_Priestess,Imbue,4,2
Sakura_Loving_Priestess,Still-Water Balm,5,3
Salem_Dark_Sage,Chilling Wind,4,3
Salem_Dark_Sage,Glacies,—,4
Sanaki_Dawnsworn_Ninja,Chilling Wind,4,3
Sanaki_Dawnsworn_Ninja,Iceberg,—,4
Saul_Loving_Shepherd,Imbue,4,2
Saul_Loving_Shepherd,Heavenly Light,5,3
Saul_Minister_of_Love,Imbue,4,2
Saul_Minister_of_Love,Still-Water Balm,5,3
Saul_Minister_of_Love,Deluge Balm,—,4
Saul_Minister_of_Love,Deluge Balm+,—,5
Sayri_Righteous_Bride,Dragon Gaze,4,3
Sayri_Righteous_Bride,Draconic Aura,—,4
Scathach_Astras_Wake,Night Sky,4,3
Scathach_Astras_Wake,Astra,—,4
Seidr_Goddess_of_Hope,Chilling Wind,4,3
Seidr_Goddess_of_Hope,Iceberg,—,4
Seidr_Times_Goddesses,Chilling Wind,4,3
Seidr_Times_Goddesses,Iceberg,—,4
Seliph_Lights_Legacy,Dragon Gaze,4,3
Seliph_Lights_Legacy,Draconic Aura,—,4
Seliph_Lights_Legacy,Haze Slice,—,5
Sephiran_Hoary_Sovereign,Imbue,4,2
Sephiran_Hoary_Sovereign,Solid-Earth Balm,5,3
Sephiran_Hoary_Sovereign,Earthwater Balm,—,4
Sephiran_Hoary_Sovereign,Earthwater Balm+,—,5
Serra_Outspoken_Cleric,Imbue,4,2
Serra_Outspoken_Cleric,Swift-Winds Balm,5,3
Severa_Bitter_Blossom,New Moon,4,3
Severa_Bitter_Blossom,Moonbow,—,4
Severa_Secret_Dreamer,Buckler,4,3
Severa_Secret_Dreamer,Escutcheon,—,4
Severa_Secret_Dreamer,Godlike Reflexes,—,5
Shamir_Heartbeats_United,Night Sky,4,3
Shamir_Heartbeats_United,Glimmer,—,4
Shamir_Heartbeats_United,Deadeye,—,5
Shamir_Lone-Moon_Ninja,Night Sky,4,3
Shamir_Lone-Moon_Ninja,Glimmer,—,4
Shanna_Bridal_Novice,Dragon Gaze,4,3
Shanna_Bridal_Novice,Draconic Aura,—,4
