Key,Name,Title,Standard Artist,Description,Rarities,Weapon Type,Move Type,Voice ActorEN,Voice ActorJP,Release Date,Entry,Version,Internal ID,Origin,Addition Date,Pre-Inheritance,Legendary Effect,Ally Boost,Standard Effect 1,Standard Effect 2,Duo Skill【Switch】,Duo Skill,Resplendent Artist,Voice ActorEN(ResplendentAttire),Harmonized Skill【Switch】,Resonance Effect,Entries,Mythic Effect,Boost,Ascended Traits,Mythic Effect 2Boost,Mythic Effect 3Boost,Ally Internal ID,Enemy Internal ID,Emblem Effect 1,Emblem Effect 2,Aided Hero,Emblem Effect 1【Switch】
Black_Knight_Sinister_General,Black Knight,Sinister General,Daisuke Izuka,One of Daein's Four Riders. An enigmatic knight encased in pitch-black armor. Appears in Fire Emblem: Path of Radiance.,4— 5—Tempest Trials,Sword,Armored,Robert Clotworthy,Junji Majima (間島淳司),2017-09-23,Path of Radiance,1.7,PID_漆黒の騎士(172),80004900100,2017-09-15,,,,,,,,Nishiki Areku (西木あれく),,,,,,,,,,,,,,,
Black_Knight_The_Nights_Blade,Black Knight,The Night's Blade,Yamada Kotaro (山田孝太郎),One of Daein's Four Riders. What could have brought him to the festival? None can say. Appears in Fire Emblem: Path of Radiance.,5Focus —Special,Axe,Armored,Robert Clotworthy,Junji Majima (間島淳司),2022-12-16,Path of Radiance,7.0,PID_冬祭漆黒の騎士(891),80004900100,,,,,,,,,,,,,,,,,,,,,,,,
Boey_Skillful_Survivor,Boey,Skillful Survivor,Aoji (あおじ),"A mage from Novis who grew up dirt-poor. Of calm demeanor, but not great at magic. Appears in Fire Emblem Echoes: Shadows of Valentia.",3— 4,Green Tome,Infantry,Chris Hackney,Takuma Sasaki (佐々木拓真),2017-05-15,Echoes,1.3,PID_ボーイ(129),20000200300,,,,,,,,,,,,,,,,,,,,,,,,
Bors_Ostias_Bastion,Bors,Ostia's Bastion,Soeda Ippei (添田一平),"A heavily armored knight dispatched to escort Lilina. On her request, he agreed to stay with Roy and loyally fight beside him. Appears in Fire Emblem: The Binding Blade.",3— 4,Lance,Armored,Jalen K. Cassell,Yoshihisa Kawahara (川原慶久),2024-11-15,The Binding Blade,8.11,PID_ボールス(1169),50000200400,,,,,,,,,,,,,,,,,,,,,,,,
Boyd_Future_Great,Boyd,Future Great,Nijimaarc (にじまあるく),"The second of three brothers, between Oscar, the eldest, and Rolf, the youngest. He wants to grow up as fast as he's able, for Rolf's sake. Appears in Fire Emblem: Path of Radiance.",4— 5—Tempest Trials,Axe,Infantry,River Kanoff,Kana Asumi (阿澄佳奈),2022-04-07,Path of Radiance,6.4,PID_幼少ボーレ(792),80000100600,2022-04-06,,,,,,,,,,,,,,,,,,,,,,,
Brady_Daunting_Priest,Brady,Daunting Priest,Clover.K (黒葉.K),"Maribelle's son. He has a fierce countenance, but is quite kind and easily moved. He is schooled in etiquette and can play the violin. Appears in Fire Emblem Awakening.",3— 4,Staff,Infantry,Patrick Seitz,Daisuke Egawa (江川大輔),2019-06-11,Awakening,3.6,PID_ブレディ(384),100006900400,2019-06-10,,,,,,,,,,,,,,,,,,,,,,,
Bramimond_The_Enigma,Bramimond,The Enigma,Wada Sachiko (ワダサチコ),One of the Eight Legends who wielded a sacred weapon and fought against the dragons in the Scouring. Bramimond's true nature is unknown. Appears in Fire Emblem: The Blazing Blade.,5Focus —Mythic,Colorless Tome,Infantry,Yuri Lowenthal/Patrick Seitz/Wendee Lee/Ray Chase,"櫻井孝宏,鳥海浩輔,大本眞基子or鈴木達央",2020-03-31,The Blazing Blade,4.3,PID_神階ブラミモンド(503),60005900600,,,,,,,,,,,,,,Dark,"HP+5, Atk+3",,,,,,,,,
Brigand_Boss_Known_Criminal,Brigand Boss,Known Criminal,DAI-XT.,A brigand who set up a hideout in a shrine to the east of Ram Village and acts as the leader of a group of ruffians. Appears in Fire Emblem Echoes: Shadows of Valentia.,3— 5—Grand Hero Battle,Axe,Infantry,Tom Fahn,Kousuke Takaguchi (高口公介),2022-07-20,Echoes,6.7,PID_盗賊頭(832),20000950100,2022-07-19,,,,,,,,,,,,,,,,,,,,,,,
Brigid_Awakened_Bow,Brigid,Awakened Bow,Suzuki Rika (鈴木理華),"Older twin sister of Edain, whom she was separated from when they were small. Brigid's path was harsh until she was awakened to the divine bow, the legacy of her forebears. Appears in Fire Emblem: Genealogy of the Holy War.",5Focus —Attuned,Green bow,Infantry,Caitlyn Elizabeth,Akemi Okamura (岡村明美),2025-01-07,Genealogy of the Holy War,9.1,PID_響心ブリギッド(1191),30000200100,2025-01-06,"In contrast with standard inheritance, Attuned Skills can be inherited and the source ally will not be lost in the process. This can be performed only once for each Attuned Hero summoned. (See the Inherit Skills menu Help messages to learn more.)",,,,,,,,,,,,,,,,,,,,,,
Brigid_Orgahil_Pirate,Brigid,Orgahil Pirate,Might O (店主マイトオ),"Gallant and determined, she was separated from her family as a child and raised by a pirate leader. Appears in Fire Emblem: Genealogy of the Holy War.",4SR—Special,Red bow,Infantry,Caitlyn Elizabeth,Akemi Okamura (岡村明美),2020-08-07,Genealogy of the Holy War,4.8,PID_海賊ブリギッド(551),30000200100,2020-08-06,,,,,,,,,,,,,,,,,,,,,,,
Brunnya_Devoted_General,Brunnya,Devoted General,Yoneko (米子),"One of three Wyvern Generals of Bern. Although Zephiel causes her heartache, she is very loyal to him. Appears in Fire Emblem: The Binding Blade.",4— 5—Tempest Trials,Blue Tome,Infantry,Julia McIlvaine,Nozomi Sasaki (ささきのぞみ),2019-11-22,The Binding Blade,3.11,PID_ブルーニャ(452),50000500300,2019-11-19,,,,,,,,,,,,,,,,,,,,,,,
Bruno_Masked_Hare,Bruno,Masked Hare,PenekoR (п猫Ｒ),"Prince of the Emblian empire, whose lineage remains something of a mystery. Dressing as a rabbit isn't clarifying things for anybody.",4SR—Special,Staff,Cavalry,T. Axelrod,Shin-ichiro Miki (三木眞一郎),2019-03-19,Heroes,3.3,PID_春祭ブルーノ(357),00000100400,,,,,,,,,,,,,,,,,,,,,,,,
Bruno_Masked_Knight,Bruno,Masked Knight,Kozaki Yusuke (コザキユースケ),A masked knight whose identity and motives are a mystery.,3— 4—Grand Hero Battle,Blue Tome,Cavalry,T. Axelrod,Shin-ichiro Miki (三木眞一郎),2025-08-16,Heroes,9.5,PID_ブルーノ味方(1281),00000100400,2025-08-15,,,,,,,,,,,,,,,,,,,,,,,
Bruno_Masked_Reveler,Bruno,Masked Reveler,Kozaki Yusuke (コザキユースケ),Emblian prince shrouded in mystery. Appears at the Askran winter festival in hopes of ensuring its success.,4— 5—Tempest Trials,Green Tome,Armored,T. Axelrod,Shin-ichiro Miki (三木眞一郎),2022-12-16,Heroes,7.0,PID_冬祭ブルーノ(892),00000100400,,,,,,,,,,,,,,,,,,,,,,,,
Byleth_Anchor_of_Hope,Byleth,Anchor of Hope,Mebaru (めばる),"A former mercenary, and once a teacher at the Officers Academy. Wields the blade of another world for those who seek peace. Appears in Fire Emblem: Three Houses.",5,Sword,Infantry,Zach Aguilar,Yusuke Kobayashi (小林裕介),2025-08-15,Three Houses,9.5,PID_総選挙ベレト(1280),120000100100,,,,,,,,,,,,,,,,,,,,,,,,
Byleth_Fell_Stars_Duo,Byleth,Fell Star's Duo,cuboon,"Byleth, a professor at the Church of Seiros's Officers Academy, and Rhea, the church's archbishop, enjoying a summer away. They appear in Fire Emblem: Three Houses.",4SR—SpecialDuo,Red Tome,Flying,Jeannie Tirado+Cherami Leigh,Shizuka Itoh (伊藤静)withInoue Kikuko (井上喜久子),2020-07-08,Three Houses,4.7,PID_比翼ベレス(538),120000100200,2020-07-06,,,,"DuelIf unit is 5★ and level 40 and unit's stats total less than 185, treats unit's stats as 185 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",,"Grants【Desperation】to unit and allies within 2 spaces.At start of every third turn, if Duo Skill has already been used, unit can use Duo Skill again.(Duo Skills can be used by tapping the Duo button. Duo Skills cannot be used by units deployed usingPair Up.) Grants【Desperation】to unit and allies within 2 spaces.At start of every third turn, if Duo Skill has already been used, unit can use Duo Skill again.【Desperation】Grants the following effect for 1 turn: ""If unit initiates combat, unit can make a follow-up attack before foe can counterattack.""(Duo Skills can be used by tapping the Duo button. Duo Skills cannot be used by units deployed usingPair Up.)",,,,,,,,,,,,,,,,,
Byleth_Fount_of_Learning,Byleth,Fount of Learning,Azusa,"Byleth, dressed in the robes of the Khadein school of magic, with plans to demonstrate the teaching methods of Garreg Mach. Appears in Fire Emblem: Three Houses.",4— 5Focus —Special,Blue Tome,Infantry,Zach Aguilar,Yusuke Kobayashi (小林裕介),2023-01-10,Three Houses,7.1,PID_カダインベレト(902),120000100100,,,,,,,,,,,,,,,,,,,,,,,,
Byleth_Frosty_Professors,Byleth,Frosty Professors,Iori Suzuki (スズキイオリ),"Byleth and Byleth, defying the boundaries between their worlds. They participate in Askr's winter festival in the interest of their students. They appear in Fire Emblem: Three Houses.",5Focus —SpecialDuo,Sword,Armored,Zach Aguilar+Jeannie Tirado,Yusuke Kobayashi (小林裕介)withShizuka Itoh (伊藤静),2023-12-14,Three Houses,8.0,PID_比翼ベレト(1035),120000100100,,,,,"DuelIf unit is 5★ and level 40 and unit's stats total less than 205, treats unit's stats as 205 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",,"Grants Def/Res+6, ""reduces damage from area-of-effect Specials by 80% (excluding Røkkr area-of-effect Specials),"" and【Hexblade】to unit and allies within 2 spaces of unit for 1 turn. Grants the following effect to unit for 1 turn: ""Neutralizes 'effective against armored' bonuses.""(Duo Skills can be used once per map by tapping the Duo button. Duo Skills cannot be used by units deployed usingPair Up.) Grants Def/Res+6, ""reduces damage from area-of-effect Specials by 80% (excluding Røkkr area-of-effect Specials),"" and【Hexblade】to unit and allies within 2 spaces of unit for 1 turn. Grants the following effect to unit for 1 turn: ""Neutralizes 'effective against armored' bonuses.""【Hexblade】Calculates damage using the lower of foe's Def or Res during combat for 1 turn (including damage dealt by Specials before combat).(Duo Skills can be used once per map by tapping the Duo button. Duo Skills cannot be used by units deployed usingPair Up.)",,,,,,,,,,,,,,,,,
Byleth_Proven_Professor,Byleth,Proven Professor,Hirooka Masaki (廣岡政樹),"Child of the former captain of the Knights of Seiros, Jeralt. A stoic, capable professor at the Officers Academy. Appears in Fire Emblem: Three Houses.",4SR,Sword,Infantry,Jeannie Tirado,Shizuka Itoh (伊藤静),2019-07-22,Three Houses,3.7,PID_ベレス(402),120000100200,2019-07-21,,,,,,,,ZONOTAIDA (ゾノタイダ),,,,,,,,,,,,,,,
Byleth_Sublime_Light,Byleth,Sublime Light,Fujisaka Kimihiko (藤坂公彦),"A former professor of Garreg Mach Monastery. Guided by the voice of the goddess within, she aims to illuminate the darkness smothering the world. Appears in Fire Emblem: Three Houses.",4SR,Colorless Tome,Flying,Jeannie Tirado,Shizuka Itoh (伊藤静),2022-08-17,Three Houses,6.8,PID_総選挙ベレス(842),120000100200,,,,,,,,,,,,,,,,,,,,,,,,
Byleth_Tested_Professor,Byleth,Tested Professor,Teita (悌太),"Child of the former captain of the Knights of Seiros, Jeralt. A stoic, capable professor at the Officers Academy. Appears in Fire Emblem: Three Houses.",4SR,Sword,Infantry,Zach Aguilar,Yusuke Kobayashi (小林裕介),2019-07-26,Three Houses,3.7,PID_ベレト(403),120000100100,2019-07-21,,,,,,,,,,,,,,,,,,,,,,,
Byleth_The_Fodlan_Light,Byleth,The Fódlan Light,Kakage (かかげ),Former professor at Garreg Mach Monastery who leads the charge in the campaign to end war. Appears in Fire Emblem: Three Houses.,5Focus —Legendary,Blue Tome,Infantry,Jeannie Tirado,Shizuka Itoh (伊藤静),2021-12-24,Three Houses,6.0,PID_伝承ベレス(749),120000100200,,,Wind,HP+3,"DuelIf unit is 5★ and level 40 and unit's stats total less than 185, treats unit's stats as 185 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)","Pair UpAn ability that can only be used under certain circumstances. Pair Up can be accessed from the Interact with Allies menu, and allows this unit to join battle in a group with another ally.",,,,,,,,,,,,,,,,,,
Byleth_The_Fodlan_Star,Byleth,The Fódlan Star,HAGIYA Kaoru (萩谷薫),Former professor at Garreg Mach Monastery who leads the charge in the campaign to end war. Appears in Fire Emblem: Three Houses.,5Focus —Legendary,Green Tome,Infantry,Zach Aguilar,Yusuke Kobayashi (小林裕介),2021-06-30,Three Houses,5.6,PID_伝承ベレト(677),120000100100,,,Water,HP+3,"DuelIf unit is 5★ and level 40 and unit's stats total less than 185, treats unit's stats as 185 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)","Pair UpAn ability that can only be used under certain circumstances. Pair Up can be accessed from the Interact with Allies menu, and allows this unit to join battle in a group with another ally.",,,,,,,,,,,,,,,,,,
Byleth_Vengeance_Vessel,Byleth,Vengeance Vessel,Hidari (左),"An elite mercenary known as the Ashen Demon, but she seems to have changed somehow—and now she seeks vengeance. Appears in Fire Emblem Warriors: Three Hopes.",5,Sword,Infantry,Cassandra Lee Morris,Kurosawa Tomoyo (黒沢ともよ),2023-05-09,Three Houses,7.5,PID_闇ベレス(946),120000100200,2023-05-08,,,,,,,,,,,,,,,,,,,,,,,
Caeda_Beloved_Queen,Caeda,Beloved Queen,ichikawa Halu (いちかわはる),"First queen of the Archanean Alliance, married to Marth, its king. Her love for Marth is second only to her love for their people. Appears in Fire Emblem: Mystery of the Emblem.",5Focus —Legendary,Lance,Flying,Cherami Leigh,Saori Hayami (早見沙織),2022-02-28,Shadow Dragon/ (New)Mystery,6.2,PID_伝承シーダ(776),10000200100,2022-02-25,,Water,"HP+3, Spd+3","DuelIf unit is 5★ and level 40 and unit's stats total less than 190, treats unit's stats as 190 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)","Pair UpAn ability that can only be used under certain circumstances. Pair Up can be accessed from the Interact with Allies menu, and allows this unit to join battle in a group with another ally.",,,,,,,,,,,,,,,,,,
Caeda_Marths_Faithful,Caeda,Marth's Faithful,Mai Okuma (大熊まい),"Princess of the small kingdom of Talys. She and Prince Marth, who fled from Altea to Talys, share a close and unbreakable bond. Appears in Fire Emblem: Mystery of the Emblem.",5Focus —Attuned,Lance,Infantry,Cherami Leigh,Saori Hayami (早見沙織),2024-03-15,Shadow Dragon/ (New)Mystery,8.3,PID_響心シーダ(1075),10000200100,,"In contrast with standard inheritance, Attuned Skills can be inherited and the source ally will not be lost in the process. This can be performed only once for each Attuned Hero summoned. (See the Inherit Skills menu Help messages to learn more.)",,,,,,,,,,,,,,,,,,,,,,
Caeda_Princess_of_Talys,Caeda,Princess of Talys,HAKO (羽公),"Princess of the small kingdom of Talys. Showing kindness to all, she is beloved by the people. Appears in Fire Emblem: Mystery of the Emblem.",4SR—Special,Sword,Flying,Cherami Leigh,Saori Hayami (早見沙織),2020-04-20,Shadow Dragon/ (New)Mystery,4.4,PID_幼少シーダ(511),10000200100,,,,,,,,,,,,,,,,,,,,,,,,
Caeda_Sea-Blossom_Pair,Caeda,Sea-Blossom Pair,Ryoma Kitada (きただりょうま),"Caeda, princess of Talys, invited the dökkálfr Plumeria to the beach. What memories might these two make? They appear in Fire Emblem: Mystery of the Emblem / Heroes.",4SR—SpecialHarmonized,Axe,Cavalry,Cherami Leigh+Nicole Gose,Saori Hayami (早見沙織)withYui Horie (堀江由衣),2021-07-07,,5.7,PID_双界シーダ(678),10000200100,2021-07-06,,,,,,,,,,"Grants【Resonance: Blades】to unit and allies from the same titles as unit.Grants another action to ally with the highest HP that is within 2 spaces, has already acted, and is from the same titles as unit (excluding unit). (Allies with Sing or Dance can be granted this effect as well. If multiple units meet the conditions, effect will not trigger.)(Harmonized Skills can be used by tapping the Harmonized button. This skill can only be used once per map. Harmonized Skills cannot be used by units deployed usingPair Up.) Grants【Resonance: Blades】to unit and allies from the same titles as unit.Grants another action to ally with the highest HP that is within 2 spaces, has already acted, and is from the same titles as unit (excluding unit). (Allies with Sing or Dance can be granted this effect as well. If multiple units meet the conditions, effect will not trigger.)【Resonance: Blades】Grants Atk/Spd+4 during combat for 1 turn.(Harmonized Skills can be used by tapping the Harmonized button. This skill can only be used once per map. Harmonized Skills cannot be used by units deployed usingPair Up.)",Mystery of the Emblem/HeroesIncreases scores inResonant Battles.(More details can be found in the Help messages within Resonant Battles.),HeroesShadow Dragon/ (New)Mystery,,,,,,,,,,,
Caeda_Talyss_Bride,Caeda,Talys's Bride,Yoshiku (四々九),The charming princess of Talys. Has grand dreams of being a bride. Appears in Fire Emblem: Mystery of the Emblem.,4SR—Special,Blue Tome,Infantry,Cherami Leigh,Saori Hayami (早見沙織),2017-05-30,Shadow Dragon/ (New)Mystery,1.3,PID_花嫁シーダ(132),10000200100,,,,,,,,,,,,,,,,,,,,,,,,
Caeda_Talyss_Heart,Caeda,Talys's Heart,HAKO (羽公),Princess of Talys who's as talented as she is charming. Marth's betrothed. Appears in Fire Emblem: Mystery of the Emblem.,3— 4,Sword,Flying,Cherami Leigh,Saori Hayami (早見沙織),2017-02-02,Shadow Dragon/ (New)Mystery,1.0,PID_シーダ(28),10000200100,,,,,,,,,LAL!ROLE,,,,,,,,,,,,,,,
Caeldori_Perfect_Angel,Caeldori,Perfect Angel,Tantan (たん旦),"Strives for perfection, following in the footsteps of the father she admires, Subaki. Naturally talented, beautiful, and motivated. Appears in Fire Emblem Fates.",4SR,Lance,Flying,Julie Ann Taylor,Mii Miki (三木美),2022-12-07,Fates,7.0,PID_マトイ(885),110006901300,2022-12-05,,,,,,,,,,,,,,,,,,,,,,,
Caellach_Tiger_Eye,Caellach,Tiger Eye,Yoneko (米子),The Tiger Eye of Grado's six generals. Rose from mercenary life doing whatever it takes to achieve his goals. Appears in Fire Emblem: The Sacred Stones.,3— 5—Grand Hero Battle,Axe,Infantry,Mike McFarland,Takaki Ootomari (大泊貴揮),2020-12-08,The Sacred Stones,5.0,PID_ケセルダ(599),70000300700,,,,,,,,,,,,,,,,,,,,,,,,
Cain_The_Bull,Cain,The Bull,Meka (めか),Altean cavalier known for recklessness. Rode with Abel in service of Marth. Appears in Fire Emblem: Mystery of the Emblem.,3— 4,Sword,Cavalry,T. Axelrod,Toshiki Masuda (増田俊樹),2017-02-02,Shadow Dragon/ (New)Mystery,1.0,PID_カイン(24),10000100600,,,,,,,,,,,,,,,,,,,,,,,,
Caineghis_Gallias_Lion_King,Caineghis,Gallia's Lion King,Kita Senri (北千里),"The lion ruler of Gallia, the home of the beast tribe of laguz. Uses his wisdom and courage to seek a path toward peace with the beorc. Appears in Fire Emblem: Radiant Dawn.",4SR,Colorless Beast,Armored,Jake Eberle,Hiroshi Shirokuma (白熊寛嗣),2019-04-10,Radiant Dawn,3.4,PID_カイネギス(364),90000400100,2019-04-09,,,,,,,,,,,,,,,,,,,,,,,
Camilla_Alluring_Darkness,Camilla,Alluring Darkness,Mai Okuma (大熊まい),"Eldest princess of Nohr. Both elegant and bewitching, she is often praised for being ever more and more alluring. Appears in Fire Emblem Fates.",5Focus —Legendary,Green Tome,Flying,Misty Lee,Miyuki Sawashiro (沢城みゆき),2023-12-25,Fates,8.0,PID_伝承カミラ(1040),110000500500,,,Water,"HP+3, Atk+2","DuelIf unit is 5★ and level 40 and unit's stats total less than 200, treats unit's stats as 200 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)","Pair UpAn ability that can only be used under certain circumstances. Pair Up can be accessed from the Interact with Allies menu, and allows this unit to join battle in a group with another ally.",,,,,,,,,,,,,,,,,,
Camilla_Bewitching_Beauty,Camilla,Bewitching Beauty,Maeshima Shigeki (前嶋重機),Princess of Nohr who dotes on her sibling Corrin and is merciless to foes. Appears in Fire Emblem Fates.,3— 4,Axe,Flying,Misty Lee,Miyuki Sawashiro (沢城みゆき),2017-02-02,Fates,1.0,PID_カミラ(61),110000500500,,,,,,,,,GomashioPonzu (ごましおポン酢),,,,,,,,,,,,,,,
Camilla_Flower_of_Fantasy,Camilla,Flower of Fantasy,Mikuro (みく郎),The eldest princess of another Nohr. A demure and caring older sister to young Azura. Appears in Fire Emblem Fates.,4SR,Red Tome,Flying,Misty Lee,Miyuki Sawashiro (沢城みゆき),2018-11-09,Fates,2.11,PID_夢カミラ(308),110000500500,2018-11-08,,,,,,,,,,,,,,,,,,,,,,,
Camilla_Holiday_Traveler,Camilla,Holiday Traveler,Mikuro (みく郎),A princess of Nohr who dotes on her sibling Corrin and is trying to learn about Hoshidan culture through fashion. Appears in Fire Emblem Fates.,4SR—Special,Sword,Flying,Misty Lee,Miyuki Sawashiro (沢城みゆき),2017-12-31,Fates,2.0,PID_年明けカミラ(202),110000500500,,,,,,,,,,,,,,,,,,,,,,,,
Camilla_Light_of_Nohr,Camilla,Light of Nohr,Kozaki Yusuke (コザキユースケ),Camilla from a world where she takes the throne as Queen of Nohr. Rules with both strength and compassion. Loved and supported by all her subjects. Appears in Fire Emblem Fates.,4SR,Staff,Flying,Misty Lee,Miyuki Sawashiro (沢城みゆき),2019-08-16,Fates,3.8,PID_総選挙カミラ(414),110000500500,,,,,,,,,麦うさぎ,,,,,,,,,,,,,,,
Camilla_Midnight_Bloom,Camilla,Midnight Bloom,Sencha (煎茶),"Eldest princess of Nohr whose love for her siblings is second to none, she has joined the ninja festival in a captivating outfit. Appears in Fire Emblem Fates.",5Focus —Special,Red Tome,Flying,Misty Lee,Miyuki Sawashiro (沢城みゆき),2022-11-08,Fates,6.11,PID_忍者カミラ(870),110000500500,,,,,,,,,,,,,,,,,,,,,,,,
Camilla_Spring_Princess,Camilla,Spring Princess,Maeshima Shigeki (前嶋重機),Princess of Nohr who dotes on her sibling Corrin. Loves her new outfit ever since Corrin said it was cute. Appears in Fire Emblem Fates.,4SR—Special,Green Tome,Flying,Misty Lee,Miyuki Sawashiro (沢城みゆき),2017-03-30,Fates,1.1,PID_春祭カミラ(118),110000500500,,,,,,,,,,,,,,,,,,,,,,,,
Camilla_Steamy_Secrets,Camilla,Steamy Secrets,lack,Eldest princess of Nohr. Loves to soak in a hot spring as she believes it enhances her charm. Appears in Fire Emblem Fates.,4— 5—Tempest Trials,Colorless Dagger,Flying,Misty Lee,Miyuki Sawashiro (沢城みゆき),2019-01-26,Fates,3.1,PID_温泉カミラ(337),110000500500,2019-01-23,,,,,,,,,,,,,,,,,,,,,,,
Camilla_Tropical_Beauty,Camilla,Tropical Beauty,Mikuro (みく郎),Princess of Nohr who dotes on her sibling Corrin. She's hoping someone can help her apply tanning oil to protect her skin. Appears in Fire Emblem Fates.,4SR—Special,Blue Tome,Flying,Misty Lee,Miyuki Sawashiro (沢城みゆき),2018-07-10,Fates,2.7,PID_水着カミラ(266),110000500500,,,,,,,,,,,,,,,,,,,,,,,,
Camilla_Young_Beauty,Camilla,Young Beauty,架糸,First princess of Nohr. She cares deeply for her siblings and unleashes a relentless wrath on any who threaten harm to them. Appears in Fire Emblem Fates.,5Focus —Special,Axe,Flying,Misty Lee,Miyuki Sawashiro (沢城みゆき),2025-04-04,Fates,9.4,PID_幼少カミラ(1226),110000500500,2025-04-03,,,,,,,,,,,,,,,,,,,,,,,
Camus_Sable_Knight,Camus,Sable Knight,Suekane Kumiko (スエカネクミコ),"A knight who's devoted to his motherland, Grust. Wields the lance Gradivus. Appears in Fire Emblem: Mystery of the Emblem.",3— 4—Grand Hero Battle,Lance,Cavalry,Travis Willingham,Kazuhiko Inoue (井上和彦),2017-06-02,Shadow Dragon/ (New)Mystery,1.3,PID_カミュ(38),10000700300,2017-02-02,,,,,,,,,,,,,,,,,,,,,,,
Canas_Wisdom_Seeker,Canas,Wisdom Seeker,Tobi,"Fourth son of Niime, the Mountain Hermit. Devoted entirely to research and reading. Appears in Fire Emblem: The Blazing Blade.",4— 5—Tempest Trials,Red Tome,Infantry,Joe Zieja,Shotaro Morikubo (森久保祥太郎),2018-06-16,The Blazing Blade,2.6,PID_カナス(258),60001000400,2018-06-08,,,,,,,,,,,,,,,,,,,,,,,
Candace_Sly_Snatcher,Candace,Sly Snatcher,DAI-XT.,A treasure hunter who travels the world. She uses her agility to get the better of her opponents and make off with what she can snatch. Appears in Fire Emblem Fates.,3— 5—Grand Hero Battle,Colorless bow,Infantry,Natalie Van Sistine,Yuka Keicho (慶長佑香),2024-04-16,Fates,8.4,PID_ドラジェ(1089),110004900900,2024-04-15,,,,,,,,,,,,,,,,,,,,,,,
Caspar_Hotheaded_Inciter,Caspar,Hotheaded Inciter,Meka (めか),"A student of the Black Eagles. He is the second son of Count Bergliez, the Minister of Military Affairs. Appears in Fire Emblem: Three Houses.",3— 4,Axe,Infantry,Ben Diskin,Satoru Murakami (村上聡),2024-10-15,Three Houses,8.10,PID_カスパル(1158),120000200500,,,,,,,,,,,,,,,,,,,,,,,,
Caspar_Summer_Intensity,Caspar,Summer Intensity,Meka (めか),"Second son of House Bergliez of the Adrestian Empire. Even at the beach, his mind is solely focused on his training and getting stronger. Appears in Fire Emblem: Three Houses.",4— 5Focus —Special,Axe,Infantry,Ben Diskin,Satoru Murakami (村上聡),2021-06-21,Three Houses,5.6,PID_水着カスパル(675),120000200500,,,,,,,,,,,,,,,,,,,,,,,,
Castor_Loving_Son,Castor,Loving Son,Yamada Kotaro (山田孝太郎),A hunter who lived in Talys and joined the war effort so he could afford medicine for his sickly mother. Appears in Fire Emblem: Mystery of the Emblem.,3— 5—Grand Hero Battle,Red bow,Infantry,Phil Ava,Toshiyuki Toyonaga (豊永利行),2024-03-15,Shadow Dragon/ (New)Mystery,8.3,PID_カシム(1078),10000200700,,,,,,,,,,,,,,,,,,,,,,,,
Cath_Caper_Captain,Cath,Caper Captain,Pukyunosuke (ぷきゅのすけ),Leader of a group of thieves who steal from the rich. Eager to recruit strong members into her crew. Appears in Fire Emblem: The Binding Blade.,5Focus —Special,Blue Tome,Cavalry,Antonia Flynn,Sayuri Yahagi (矢作紗友里),2022-08-09,The Binding Blade,6.8,PID_怪盗キャス(835),50004900500,2022-08-08,,,,,,,,,,,,,,,,,,,,,,,
Cath_Master_Thief,Cath,Master Thief,kiyu/Trys Inc.,"Mysterious girl who always seems to show up where there's treasure to be found. In truth, she is a thief known for outsmarting rich nobles. Appears in Fire Emblem: The Binding Blade.",3— 4,Green Dagger,Infantry,Antonia Flynn,Sayuri Yahagi (矢作紗友里),2022-02-18,The Binding Blade,6.2,PID_キャス(774),50004900500,,,,,,,,,,,,,,,,,,,,,,,,
Catherine_Thunder_Knight,Catherine,Thunder Knight,PenekoR (п猫Ｒ),A member of the Knights of Seiros and wielder of the Hero's Relic Thunderbrand. She deeply reveres Archbishop Rhea. Appears in Fire Emblem: Three Houses.,4SR,Sword,Infantry,Laura Post,Chie Matsuura (松浦チエ),2020-10-19,Three Houses,4.10,PID_カトリーヌ(577),120000500800,,,,,,,,,,,,,,,,,,,,,,,,
